Participant	Stimulus	StimType	StimNum	PostV	PostA	PreV	PreA	t	dt	p
nnee16	Ne4	Neg	4	5	5	6	4	778	125	6
nnee16	Po1	Pos	1	12	4	5	5	943	165	4
nnee16	Po3	Pos	3	5	4	12	4	1040	97	1
nnee16	Nt1	Neu	1	13	4	5	4	1088	48	6
nnee16	Po9	Pos	9	8	4	13	4	1130	42	1
nnee16	Ne9	Neg	9	5	4	8	4	1250	120	1
LIRS54	Po2	Pos	2	8	4	7	2	406	202	1
LIRS54	Nt1	Neu	1	12	1	8	4	503	97	1
LIRS54	Ne7	Neg	7	3	4	12	1	678	175	1
LIRS54	Po3	Pos	3	11	3	3	4	929	251	1
LIRS54	Ne8	Neg	8	13	7	11	3	1114	185	1
LIRS54	Po9	Pos	9	8	1	13	7	1212	98	1
LIRS54	Ne6	Neg	6	4	4	8	1	1684	472	1
LIRS54	Ne4	Neg	4	4	5	4	4	1853	169	1
LIRS54	Po1	Pos	1	14	6	4	5	2000	147	5
LIRS54	Ne9	Neg	9	2	5	14	6	2217	217	1
anae33	Ne4	Neg	4	4	2	6	1	1136	650	6
anae33	Ne7	Neg	7	11	3	4	2	1423	287	1
anae33	Nt1	Neu	1	12	1	11	3	1760	337	1
anae33	Po3	Pos	3	13	5	12	1	2129	369	1
anae33	Ne8	Neg	8	6	5	13	5	2451	322	4
anae33	Po1	Pos	1	11	2	6	5	2786	335	1
anae33	Po2	Pos	2	5	5	11	2	3259	473	1
anae33	Ne9	Neg	9	6	1	5	5	3506	247	1
anae33	Po9	Pos	9	12	5	6	1	3840	334	5
anae33	Ne6	Neg	6	5	3	12	5	4286	446	1
LIHJ43	Ne4	Neg	4	3	5	9	4	360	228	1
LIHJ43	Nt1	Neu	1	12	1	3	5	417	57	5
LIHJ43	Po9	Pos	9	9	3	12	1	466	49	2
LIHJ43	Po2	Pos	2	12	6	9	3	543	77	2
LIHJ43	Ne8	Neg	8	7	3	12	6	660	117	1
LIHJ43	Po1	Pos	1	11	5	7	3	750	90	3
LIHJ43	Ne7	Neg	7	2	6	11	5	958	208	1
LIHJ43	Po3	Pos	3	13	6	2	6	1047	89	3
LIHJ43	Ne6	Neg	6	6	5	13	6	1096	49	1
LIHJ43	Ne9	Neg	9	5	4	6	5	1330	234	1
EILW86	Po8	Pos	8	13	5	11	4	443	205	6
EILW86	Po6	Pos	6	8	3	13	5	623	180	1
EILW86	Ne2	Neg	2	5	4	8	3	872	249	1
EILW86	Ne5	Neg	5	3	6	5	4	1207	335	5
EILW86	Po7	Pos	7	14	1	3	6	1334	127	5
EILW86	Ne1	Neg	1	6	4	14	1	1514	180	6
EILW86	Nt2	Neu	2	8	4	6	4	1616	102	1
EILW86	Po5	Pos	5	12	4	8	4	1777	161	5
EILW86	Po4	Pos	4	8	4	12	4	1967	190	3
EILW86	Ne3	Neg	3	6	5	8	4	2172	205	2
evaf62	Ne2	Neg	2	7	5	14	3	475	274	7
evaf62	Po8	Pos	8	12	2	7	5	664	189	1
evaf62	Nt2	Neu	2	7	5	12	2	767	103	6
evaf62	Ne3	Neg	3	3	6	7	5	830	63	6
evaf62	Ne5	Neg	5	4	5	3	6	930	100	7
evaf62	Po7	Pos	7	14	1	4	5	998	68	1
evaf62	Po5	Pos	5	12	1	14	1	1044	46	1
evaf62	Po4	Pos	4	14	1	12	1	1145	101	1
evaf62	Ne1	Neg	1	2	7	14	1	1399	254	7
evaf62	Po6	Pos	6	9	2	2	7	1539	140	1
lref15	Ne3	Neg	3	6	3	6	2	714	264	1
lref15	Ne1	Neg	1	4	4	6	3	947	233	2
lref15	Po5	Pos	5	13	4	4	4	1198	251	3
lref15	Po7	Pos	7	7	3	13	4	1391	193	3
lref15	Po8	Pos	8	11	2	7	3	1655	264	3
lref15	Nt2	Neu	2	8	1	11	2	1844	189	1
lref15	Po6	Pos	6	11	2	8	1	2063	219	2
lref15	Ne5	Neg	5	5	2	11	2	2303	240	1
lref15	Po4	Pos	4	8	2	5	2	2484	181	1
lref15	Ne2	Neg	2	8	2	8	2	2675	191	1
atwl55	Ne5	Neg	5	3	5	8	2	510	223	5
atwl55	Ne1	Neg	1	8	5	3	5	678	168	5
atwl55	Nt2	Neu	2	8	4	8	5	843	165	2
atwl55	Po4	Pos	4	12	2	8	4	1017	174	3
atwl55	Ne2	Neg	2	6	4	12	2	1307	290	3
atwl55	Po7	Pos	7	11	4	6	4	1455	148	2
atwl55	Po5	Pos	5	10	4	11	4	1619	164	2
atwl55	Po8	Pos	8	10	4	10	4	1803	184	3
atwl55	Po6	Pos	6	9	4	10	4	1938	135	3
atwl55	Ne3	Neg	3	7	4	9	4	2105	167	1
ERCV82	Ne1	Neg	1	6	5	9	5	539	291	5
ERCV82	Po4	Pos	4	8	3	6	5	1023	484	2
ERCV82	Po6	Pos	6	10	4	8	3	1271	248	3
ERCV82	Po5	Pos	5	8	3	10	4	1523	252	1
ERCV82	Nt2	Neu	2	7	2	8	3	1633	110	1
ERCV82	Ne3	Neg	3	6	4	7	2	1917	284	1
ERCV82	Ne5	Neg	5	4	5	6	4	2277	360	5
ERCV82	Po8	Pos	8	10	5	4	5	2650	373	2
ERCV82	Po7	Pos	7	11	4	10	5	3021	371	3
ERCV82	Ne2	Neg	2	8	4	11	4	3245	224	1
NDCJ5	Nt2	Neu	2	10	2	10	6	621	243	2
NDCJ5	Ne5	Neg	5	12	7	10	2	919	298	7
NDCJ5	Ne2	Neg	2	13	6	12	7	1196	277	5
NDCJ5	Po6	Pos	6	14	6	13	6	1411	215	7
NDCJ5	Ne1	Neg	1	14	7	14	6	1629	218	4
NDCJ5	Po4	Pos	4	14	6	14	7	1824	195	2
NDCJ5	Ne3	Neg	3	12	3	14	6	2021	197	2
NDCJ5	Po5	Pos	5	12	5	12	3	2202	181	4
NDCJ5	Po8	Pos	8	13	4	12	5	2396	194	3
NDCJ5	Po7	Pos	7	13	5	13	4	2558	162	4
ETOL88	Po8	Pos	8	11	3	10	3	502	264	1
ETOL88	Ne1	Neg	1	10	2	11	3	673	171	1
ETOL88	Nt2	Neu	2	10	2	10	2	823	150	1
ETOL88	Po6	Pos	6	10	2	10	2	972	149	1
ETOL88	Po5	Pos	5	10	3	10	2	1134	162	2
ETOL88	Ne5	Neg	5	8	2	10	3	1327	193	1
ETOL88	Po7	Pos	7	10	2	8	2	1410	83	1
ETOL88	Ne2	Neg	2	10	2	10	2	1625	215	1
ETOL88	Po4	Pos	4	10	2	10	2	1752	127	1
ETOL88	Ne3	Neg	3	11	2	10	2	1900	148	1
atgy54	Po8	Pos	8	9	2	11	4	467	294	4
atgy54	Ne1	Neg	1	6	4	9	2	736	269	5
atgy54	Ne3	Neg	3	6	4	6	4	954	218	3
atgy54	Po5	Pos	5	11	4	6	4	1111	157	3
atgy54	Po7	Pos	7	11	4	11	4	1176	65	3
atgy54	Nt2	Neu	2	8	3	11	4	1213	37	2
atgy54	Ne2	Neg	2	7	4	8	3	1255	42	3
atgy54	Po4	Pos	4	14	5	7	4	1314	59	4
atgy54	Po6	Pos	6	6	4	14	5	1371	57	2
atgy54	Ne5	Neg	5	4	5	6	4	1430	59	2
LEEA34	Po5	Pos	5	13	2	10	3	704	309	3
LEEA34	Ne1	Neg	1	6	6	13	2	980	276	5
LEEA34	Po8	Pos	8	14	4	6	6	1353	373	2
LEEA34	Po7	Pos	7	14	5	14	4	1583	230	6
LEEA34	Ne3	Neg	3	7	3	14	5	1860	277	4
LEEA34	Po4	Pos	4	13	5	7	3	2114	254	5
LEEA34	Nt2	Neu	2	10	3	13	5	2360	246	1
LEEA34	Ne2	Neg	2	7	4	10	3	2718	358	1
LEEA34	Ne5	Neg	5	3	4	7	4	2987	269	2
LEEA34	Po6	Pos	6	14	4	3	4	3396	409	5
RILG55	Ne2	Neg	2	8	5	7	3	657	358	7
RILG55	Ne5	Neg	5	2	3	8	5	879	222	6
RILG55	Po4	Pos	4	13	5	2	3	1104	225	5
RILG55	Ne3	Neg	3	8	3	13	5	1298	194	1
RILG55	Nt2	Neu	2	8	1	8	3	1358	60	1
RILG55	Po6	Pos	6	8	5	8	1	1512	154	7
RILG55	Ne1	Neg	1	4	3	8	5	1662	150	7
RILG55	Po8	Pos	8	8	1	4	3	1769	107	1
RILG55	Po5	Pos	5	8	1	8	1	1897	128	1
RILG55	Po7	Pos	7	14	5	8	1	2056	159	1
ONIC20	Ne5	Neg	5	5	4	9	4	427	182	2
ONIC20	Ne3	Neg	3	6	3	5	4	580	153	2
ONIC20	Po7	Pos	7	11	4	6	3	703	123	3
ONIC20	Ne1	Neg	1	7	4	11	4	796	93	1
ONIC20	Po5	Pos	5	11	5	7	4	945	149	3
ONIC20	Po4	Pos	4	8	4	11	5	1340	395	2
ONIC20	Ne2	Neg	2	5	5	8	4	1477	137	2
ONIC20	Po6	Pos	6	9	4	5	5	1530	53	3
ONIC20	Po8	Pos	8	8	4	9	4	1561	31	2
ONIC20	Nt2	Neu	2	8	4	8	4	1625	64	1
ehrm78	Ne2	Neg	2	7	3	11	2	903	416	2
ehrm78	Po8	Pos	8	12	4	7	3	1342	439	2
ehrm78	Po5	Pos	5	12	5	12	4	1573	231	2
ehrm78	Ne5	Neg	5	5	4	12	5	1860	287	1
ehrm78	Po6	Pos	6	12	4	5	4	2093	233	6
ehrm78	Nt2	Neu	2	4	1	12	4	2176	83	1
ehrm78	Po4	Pos	4	8	4	4	1	2495	319	2
ehrm78	Po7	Pos	7	11	5	8	4	2617	122	3
ehrm78	Ne3	Neg	3	5	5	11	5	2724	107	2
ehrm78	Ne1	Neg	1	6	5	5	5	2981	257	2
LERL62	Po7	Pos	7	9	3	10	4	657	212	1
LERL62	Po5	Pos	5	9	5	9	3	888	231	1
LERL62	Po8	Pos	8	9	5	9	5	1161	273	1
LERL62	Ne1	Neg	1	6	5	9	5	1366	205	1
LERL62	Po4	Pos	4	9	5	6	5	1554	188	1
LERL62	Ne2	Neg	2	8	4	9	5	1920	366	1
LERL62	Po6	Pos	6	9	4	8	4	2014	94	1
LERL62	Nt2	Neu	2	9	4	9	4	2061	47	1
LERL62	Ne3	Neg	3	9	4	9	4	2115	54	1
LERL62	Ne5	Neg	5	8	5	9	4	2220	105	2
iumd60	Po8	Pos	8	10	2	11	3	636	452	3
iumd60	Po6	Pos	6	9	2	10	2	766	130	4
iumd60	Ne3	Neg	3	4	4	9	2	884	118	5
iumd60	Nt2	Neu	2	8	1	4	4	931	47	1
iumd60	Po5	Pos	5	13	2	8	1	1039	108	5
iumd60	Ne5	Neg	5	2	2	13	2	1190	151	3
iumd60	Po4	Pos	4	14	3	2	2	1420	230	3
iumd60	Ne2	Neg	2	6	2	14	3	1545	125	1
iumd60	Ne1	Neg	1	4	5	6	2	1664	119	6
iumd60	Po7	Pos	7	13	5	4	5	1779	115	4
ATKN66	Po8	Pos	8	8	5	8	4	3991	338	4
ATKN66	Po5	Pos	5	9	4	8	5	4178	187	3
ATKN66	Ne3	Neg	3	11	5	9	4	4356	178	6
ATKN66	Po6	Pos	6	7	3	11	5	4615	259	6
ATKN66	Nt2	Neu	2	11	4	7	3	4788	173	5
ATKN66	Ne1	Neg	1	11	6	11	4	5017	229	7
ATKN66	Ne5	Neg	5	9	5	11	6	5244	227	5
ATKN66	Po4	Pos	4	11	5	9	5	5425	181	5
ATKN66	Ne2	Neg	2	6	5	11	5	5711	286	6
ATKN66	Po7	Pos	7	9	4	6	5	5868	157	4
ATLM20	Ne2	Neg	2	6	5	10	5	729	457	3
ATLM20	Ne5	Neg	5	2	6	6	5	1021	292	7
ATLM20	Ne3	Neg	3	4	5	2	6	1273	252	2
ATLM20	Po5	Pos	5	13	5	4	5	1485	212	1
ATLM20	Ne1	Neg	1	2	6	13	5	1711	226	1
ATLM20	Po4	Pos	4	14	1	2	6	1911	200	7
ATLM20	Po8	Pos	8	13	1	14	1	2168	257	2
ATLM20	Nt2	Neu	2	10	4	13	1	2239	71	1
ATLM20	Po6	Pos	6	14	6	10	4	2397	158	5
ATLM20	Po7	Pos	7	14	6	14	6	2525	128	5
ANTO43	Po5	Pos	5	13	3	8	1	407	204	3
ANTO43	Ne5	Neg	5	5	6	13	3	628	221	6
ANTO43	Po7	Pos	7	13	6	5	6	757	129	2
ANTO43	Ne3	Neg	3	8	2	13	6	947	190	2
ANTO43	Po4	Pos	4	13	7	8	2	1106	159	2
ANTO43	Po6	Pos	6	12	6	13	7	1296	190	2
ANTO43	Po8	Pos	8	14	7	12	6	1476	180	2
ANTO43	Nt2	Neu	2	11	1	14	7	1757	281	2
ANTO43	Ne1	Neg	1	3	6	11	1	2759	1002	1
ANTO43	Ne2	Neg	2	5	5	3	6	3611	852	2
OAEA86	Ne3	Neg	3	7	5	11	2	277	122	2
OAEA86	Po8	Pos	8	4	5	7	5	343	66	1
OAEA86	Po7	Pos	7	8	3	4	5	420	77	2
OAEA86	Ne1	Neg	1	8	5	8	3	557	137	1
OAEA86	Po5	Pos	5	7	3	8	5	624	67	2
OAEA86	Nt2	Neu	2	11	2	7	3	704	80	2
OAEA86	Ne5	Neg	5	3	5	11	2	768	64	1
OAEA86	Po6	Pos	6	10	4	3	5	860	92	2
OAEA86	Po4	Pos	4	7	2	10	4	916	56	1
OAEA86	Ne2	Neg	2	7	2	7	2	1013	97	1
saaf24	Po6	Pos	6	13	6	12	5	484	232	6
saaf24	Ne3	Neg	3	6	3	13	6	596	112	2
saaf24	Ne5	Neg	5	8	3	6	3	1482	886	7
saaf24	Po8	Pos	8	14	6	8	3	3440	1958	5
saaf24	Ne2	Neg	2	7	1	14	6	3758	318	1
saaf24	Nt2	Neu	2	12	1	7	1	3832	74	1
saaf24	Po4	Pos	4	14	2	12	1	4192	360	2
saaf24	Ne1	Neg	1	10	6	14	2	4400	208	7
saaf24	Po7	Pos	7	14	3	10	6	4672	272	5
saaf24	Po5	Pos	5	14	3	14	3	5040	368	3
NEBL32	Nt2	Neu	2	10	5	9	4	116	36	2
NEBL32	Ne3	Neg	3	3	5	10	5	223	107	2
NEBL32	Po4	Pos	4	11	5	3	5	263	40	2
NEBL32	Ne1	Neg	1	4	5	11	5	305	42	4
NEBL32	Po8	Pos	8	11	5	4	5	502	197	2
NEBL32	Po5	Pos	5	11	3	11	5	543	41	3
NEBL32	Po7	Pos	7	9	5	11	3	590	47	2
NEBL32	Ne5	Neg	5	4	5	9	5	963	373	1
NEBL32	Ne2	Neg	2	7	5	4	5	1351	388	6
NEBL32	Po6	Pos	6	10	4	7	5	1436	85	1
udas25	Nt2	Neu	2	7	3	8	2	380	206	1
udas25	Ne2	Neg	2	5	3	7	3	593	213	1
udas25	Po8	Pos	8	8	4	5	3	733	140	1
udas25	Po6	Pos	6	12	2	8	4	849	116	1
udas25	Po7	Pos	7	7	3	12	2	956	107	3
udas25	Ne1	Neg	1	4	5	7	3	1081	125	4
udas25	Ne5	Neg	5	5	3	4	5	1207	126	1
udas25	Po5	Pos	5	5	3	5	3	1315	108	1
udas25	Po4	Pos	4	7	2	5	3	1411	96	1
udas25	Ne3	Neg	3	10	2	7	2	1558	147	4
INDA67	Nt2	Neu	2	11	2	9	3	651	272	1
INDA67	Ne1	Neg	1	12	5	11	2	915	264	6
INDA67	Po5	Pos	5	9	1	12	5	1149	234	1
INDA67	Po6	Pos	6	9	1	9	1	1427	278	1
INDA67	Ne3	Neg	3	8	2	9	1	1692	265	1
INDA67	Po8	Pos	8	8	2	8	2	1958	266	1
INDA67	Ne5	Neg	5	6	3	8	2	2187	229	1
INDA67	Po4	Pos	4	8	1	6	3	2382	195	1
INDA67	Po7	Pos	7	9	2	8	1	2537	155	1
INDA67	Ne2	Neg	2	6	3	9	2	2816	279	1
ENCM14	Ne2	Neg	2	4	5	6	5	2924	688	1
ENCM14	Nt2	Neu	2	10	5	4	5	3346	422	5
ENCM14	Ne3	Neg	3	2	3	10	5	3618	272	4
ENCM14	Ne5	Neg	5	2	4	2	3	4288	670	5
ENCM14	Po8	Pos	8	14	4	2	4	4552	264	5
ENCM14	Po4	Pos	4	14	2	14	4	4798	246	4
ENCM14	Ne1	Neg	1	2	4	14	2	5052	254	1
ENCM14	Po5	Pos	5	12	3	2	4	5248	196	1
ENCM14	Po6	Pos	6	10	3	12	3	5646	398	2
ENCM14	Po7	Pos	7	12	5	10	3	5894	248	1
ETLH29	Ne3	Neg	3	8	4	5	5	338	144	2
ETLH29	Po4	Pos	4	11	5	8	4	515	177	1
ETLH29	Ne5	Neg	5	2	3	11	5	632	117	6
ETLH29	Nt2	Neu	2	8	4	2	3	773	141	2
ETLH29	Ne1	Neg	1	8	6	8	4	921	148	6
ETLH29	Po5	Pos	5	10	4	8	6	1047	126	2
ETLH29	Ne2	Neg	2	5	4	10	4	1114	67	2
ETLH29	Po7	Pos	7	12	4	5	4	1236	122	3
ETLH29	Po6	Pos	6	8	4	12	4	1370	134	3
ETLH29	Po8	Pos	8	9	4	8	4	1463	93	5
NSDF63	Ne5	Neg	5	4	4	8	2	596	274	2
NSDF63	Po6	Pos	6	8	4	4	4	851	255	1
NSDF63	Po8	Pos	8	12	2	8	4	1027	176	2
NSDF63	Nt2	Neu	2	8	1	12	2	1183	156	1
NSDF63	Po4	Pos	4	14	4	8	1	1337	154	2
NSDF63	Ne3	Neg	3	4	4	14	4	1422	85	1
NSDF63	Po7	Pos	7	12	2	4	4	1502	80	3
NSDF63	Ne1	Neg	1	2	6	12	2	1572	70	1
NSDF63	Po5	Pos	5	14	2	2	6	1621	49	3
NSDF63	Ne2	Neg	2	7	2	14	2	1675	54	1
olil99	Po7	Pos	7	13	6	10	2	1574	407	2
olil99	Po8	Pos	8	12	1	13	6	2061	487	1
olil99	Po6	Pos	6	9	4	12	1	2458	397	5
olil99	Po4	Pos	4	11	1	9	4	2908	450	1
olil99	Ne3	Neg	3	8	4	11	1	3245	337	1
olil99	Ne1	Neg	1	6	5	8	4	3612	367	1
olil99	Po5	Pos	5	12	5	6	5	3920	308	1
olil99	Ne2	Neg	2	7	4	12	5	4342	422	1
olil99	Nt2	Neu	2	8	4	7	4	4532	190	1
olil99	Ne5	Neg	5	2	5	8	4	4994	462	5
abes40	Po6	Pos	6	6	5	6	4	2234	251	3
abes40	Po7	Pos	7	13	7	6	5	2422	188	2
abes40	Po8	Pos	8	10	7	13	7	2667	245	2
abes40	Po4	Pos	4	14	7	10	7	2849	182	2
abes40	Ne5	Neg	5	2	4	14	7	3093	244	2
abes40	Ne3	Neg	3	4	4	2	4	3296	203	2
abes40	Po5	Pos	5	14	6	4	4	3497	201	2
abes40	Ne2	Neg	2	6	4	14	6	3983	486	2
abes40	Ne1	Neg	1	3	4	6	4	4376	393	2
abes40	Nt2	Neu	2	8	4	3	4	4641	265	2
arma73	Ne1	Neg	1	4	4	8	3	511	263	5
arma73	Ne2	Neg	2	8	3	4	4	862	351	1
arma73	Po8	Pos	8	8	2	8	3	1152	290	1
arma73	Po6	Pos	6	8	3	8	2	1405	253	1
arma73	Po7	Pos	7	6	2	8	3	1636	231	1
arma73	Ne3	Neg	3	6	4	6	2	1883	247	2
arma73	Po5	Pos	5	8	2	6	4	2115	232	1
arma73	Ne5	Neg	5	4	4	8	2	2406	291	4
arma73	Nt2	Neu	2	8	2	4	4	2622	216	1
arma73	Po4	Pos	4	8	2	8	2	2876	254	1
icab65	Po4	Pos	4	12	5	8	3	345	139	4
icab65	Po7	Pos	7	7	2	12	5	455	110	1
icab65	Ne5	Neg	5	3	6	7	2	672	217	7
icab65	Ne1	Neg	1	2	7	3	6	799	127	7
icab65	Ne2	Neg	2	4	1	2	7	996	197	1
icab65	Ne3	Neg	3	5	1	4	1	1136	140	2
icab65	Po6	Pos	6	11	2	5	1	1299	163	5
icab65	Po8	Pos	8	13	6	11	2	1483	184	7
icab65	Nt2	Neu	2	8	1	13	6	1584	101	1
icab65	Po5	Pos	5	12	5	8	1	1758	174	2
heib19	Po5	Pos	5	8	4	13	5	539	285	1
heib19	Po8	Pos	8	10	4	8	4	892	353	2
heib19	Nt2	Neu	2	7	5	10	4	1160	268	1
heib19	Po7	Pos	7	10	4	7	5	1370	210	1
heib19	Po4	Pos	4	13	5	10	4	1628	258	1
heib19	Po6	Pos	6	10	4	13	5	2010	382	1
heib19	Ne5	Neg	5	2	5	10	4	2296	286	4
heib19	Ne1	Neg	1	4	5	2	5	2579	283	6
heib19	Ne3	Neg	3	6	5	4	5	2844	265	1
heib19	Ne2	Neg	2	7	4	6	5	3294	450	1
UZRS53	Po6	Pos	6	4	4	8	4	772	397	1
UZRS53	Po8	Pos	8	2	4	4	4	1077	305	1
UZRS53	Ne1	Neg	1	6	4	2	4	1314	237	1
UZRS53	Ne5	Neg	5	2	4	6	4	1597	283	1
UZRS53	Po7	Pos	7	4	4	2	4	1918	321	1
UZRS53	Ne3	Neg	3	3	4	4	4	1989	71	1
UZRS53	Po5	Pos	5	2	4	3	4	2041	52	1
UZRS53	Nt2	Neu	2	4	4	2	4	2090	49	1
UZRS53	Po4	Pos	4	2	4	4	4	2135	45	1
UZRS53	Ne2	Neg	2	2	4	2	4	2195	60	1
IRVL00	Ne5	Neg	5	3	5	12	5	952	215	5
IRVL00	Ne3	Neg	3	8	6	3	5	1386	434	5
IRVL00	Po6	Pos	6	12	4	8	6	1669	283	5
IRVL00	Ne2	Neg	2	7	6	12	4	1932	263	5
IRVL00	Ne1	Neg	1	8	7	7	6	2126	194	6
IRVL00	Nt2	Neu	2	8	4	8	7	2389	263	1
IRVL00	Po5	Pos	5	13	2	8	4	2513	124	5
IRVL00	Po7	Pos	7	13	5	13	2	2722	209	5
IRVL00	Po4	Pos	4	14	2	13	5	2891	169	4
IRVL00	Po8	Pos	8	14	2	14	2	3325	434	6
LEEG39	Ne1	Neg	1	4	4	10	2	928	391	3
LEEG39	Po8	Pos	8	11	1	4	4	1425	497	3
LEEG39	Po5	Pos	5	10	3	11	1	1899	474	1
LEEG39	Ne5	Neg	5	4	3	10	3	2248	349	1
LEEG39	Ne3	Neg	3	6	2	4	3	2567	319	1
LEEG39	Ne2	Neg	2	7	1	6	2	3065	498	2
LEEG39	Po7	Pos	7	12	3	7	1	3377	312	2
LEEG39	Po6	Pos	6	10	1	12	3	4211	834	1
LEEG39	Nt2	Neu	2	8	2	10	1	4589	378	1
LEEG39	Po4	Pos	4	11	2	8	2	5013	424	2
OLGA20	Ne5	Neg	5	8	2	10	5	717	217	1
OLGA20	Po7	Pos	7	12	1	8	2	948	231	2
OLGA20	Ne2	Neg	2	7	2	12	1	1066	118	1
OLGA20	Po4	Pos	4	14	5	7	2	1202	136	6
OLGA20	Po6	Pos	6	8	4	14	5	1375	173	5
OLGA20	Ne3	Neg	3	4	4	8	4	1505	130	2
OLGA20	Nt2	Neu	2	8	4	4	4	1597	92	6
OLGA20	Ne1	Neg	1	6	4	8	4	1709	112	2
OLGA20	Po8	Pos	8	8	2	6	4	1891	182	2
OLGA20	Po5	Pos	5	8	2	8	2	2035	144	2
haap77	Nt2	Neu	2	12	2	14	2	502	256	2
haap77	Po8	Pos	8	11	4	12	2	757	255	1
haap77	Po4	Pos	4	12	4	11	4	943	186	4
haap77	Po7	Pos	7	11	4	12	4	1120	177	2
haap77	Po5	Pos	5	11	3	11	4	1238	118	1
haap77	Ne1	Neg	1	6	4	11	3	1350	112	2
haap77	Ne3	Neg	3	6	4	6	4	1487	137	2
haap77	Po6	Pos	6	11	4	6	4	1597	110	4
haap77	Ne2	Neg	2	10	3	11	4	1679	82	1
haap77	Ne5	Neg	5	5	4	10	3	1795	116	4
IJNJ02	Po6	Pos	6	12	4	10	2	377	209	3
IJNJ02	Nt2	Neu	2	8	2	12	4	536	159	1
IJNJ02	Po8	Pos	8	10	2	8	2	806	270	1
IJNJ02	Ne2	Neg	2	4	2	10	2	1065	259	1
IJNJ02	Ne1	Neg	1	11	6	4	2	1279	214	4
IJNJ02	Ne5	Neg	5	3	6	11	6	1504	225	5
IJNJ02	Po4	Pos	4	14	5	3	6	1679	175	2
IJNJ02	Ne3	Neg	3	4	4	14	5	1891	212	1
IJNJ02	Po7	Pos	7	12	5	4	4	2055	164	2
IJNJ02	Po5	Pos	5	12	5	12	5	2293	238	1
ARUP36	Nt2	Neu	2	10	7	13	5	527	241	2
ARUP36	Ne2	Neg	2	4	4	10	7	877	350	1
ARUP36	Po4	Pos	4	14	1	4	4	1094	217	4
ARUP36	Ne1	Neg	1	4	6	14	1	1324	230	4
ARUP36	Ne3	Neg	3	5	4	4	6	1522	198	1
ARUP36	Po7	Pos	7	14	1	5	4	1688	166	6
ARUP36	Po5	Pos	5	11	4	14	1	1928	240	1
ARUP36	Ne5	Neg	5	4	4	11	4	2156	228	1
ARUP36	Po8	Pos	8	14	5	4	4	2380	224	5
ARUP36	Po6	Pos	6	14	5	14	5	2603	223	7
MIAD35	Po8	Pos	8	11	2	9	3	784	352	1
MIAD35	Po6	Pos	6	11	2	11	2	1107	323	1
MIAD35	Po5	Pos	5	12	2	11	2	1356	249	1
MIAD35	Ne1	Neg	1	4	5	12	2	1596	240	2
MIAD35	Nt2	Neu	2	8	3	4	5	1883	287	1
MIAD35	Ne2	Neg	2	4	3	8	3	2059	176	1
MIAD35	Ne3	Neg	3	4	4	4	3	2259	200	1
MIAD35	Po7	Pos	7	8	3	4	4	2322	63	1
MIAD35	Po4	Pos	4	10	2	8	3	2371	49	1
MIAD35	Ne5	Neg	5	4	3	10	2	2432	61	1
EMMR58	Po8	Pos	8	8	4	7	4	459	98	1
EMMR58	Ne5	Neg	5	6	4	8	4	544	85	2
EMMR58	Ne2	Neg	2	8	4	6	4	618	74	2
EMMR58	Ne1	Neg	1	8	4	8	4	703	85	3
EMMR58	Po7	Pos	7	8	4	8	4	786	83	1
EMMR58	Ne3	Neg	3	8	4	8	4	899	113	1
EMMR58	Nt2	Neu	2	8	4	8	4	1036	137	1
EMMR58	Po6	Pos	6	8	4	8	4	1123	87	1
EMMR58	Po5	Pos	5	8	4	8	4	1172	49	1
EMMR58	Po4	Pos	4	8	4	8	4	1243	71	1
OAAS52	Po6	Pos	6	7	4	8	4	710	380	1
OAAS52	Po8	Pos	8	9	3	7	4	1121	411	1
OAAS52	Ne5	Neg	5	4	4	9	3	1382	261	1
OAAS52	Po7	Pos	7	11	4	4	4	1734	352	1
OAAS52	Po4	Pos	4	11	2	11	4	2014	280	1
OAAS52	Nt2	Neu	2	6	4	11	2	2209	195	1
OAAS52	Ne3	Neg	3	5	4	6	4	2354	145	1
OAAS52	Po5	Pos	5	11	3	5	4	2550	196	1
OAAS52	Ne1	Neg	1	6	4	11	3	2772	222	1
OAAS52	Ne2	Neg	2	6	4	6	4	3052	280	1
leni39	Ne1	Neg	1	2	4	5	6	476	236	1
leni39	Ne2	Neg	2	8	1	2	4	1167	691	1
leni39	Nt2	Neu	2	11	1	8	1	1360	193	1
leni39	Po8	Pos	8	12	4	11	1	1674	314	3
leni39	Po4	Pos	4	13	1	12	4	1913	239	1
leni39	Ne5	Neg	5	2	6	13	1	2197	284	6
leni39	Po7	Pos	7	14	1	2	6	2426	229	2
leni39	Po5	Pos	5	12	1	14	1	2609	183	2
leni39	Ne3	Neg	3	8	4	12	1	2740	131	1
leni39	Po6	Pos	6	12	1	8	4	2979	239	2
P04	Pos2	Pos	2	11	1	11	4	179.048	179.048	1
P04	Neg4	Neg	4	4	4	11	1	328.328	149.28	4
P04	Neg1	Neg	1	4	5	4	4	485.396	157.068	4
P04	Pos4	Pos	4	13	1	4	5	623.448	138.052	2
P04	Pos3	Pos	3	12	2	13	1	852.06	228.612	2
P04	Neg5	Neg	5	2	4	12	2	1034.368	182.308	1
P04	Neu1	Neu	1	8	4	2	4	1179.908	145.54	1
P05	Neu1	Neu	1	8	3	12	6	243.28	243.28	2
P05	Neg4	Neg	4	2	6	8	3	449.008	205.728	4
